Year,Week,State,Total_Cases,Outbreak_Duration
2014,38,Kelantan,14,66
2014,38,Kelantan,40,66
2014,38,Selangor,29,66
2014,38,Selangor,10,65
2014,38,Selangor,23,65
2014,38,Kelantan,30,63
2014,38,Kelantan,37,63
2014,38,Kelantan,24,63
2014,38,Kelantan,35,62
2014,38,Kelantan,23,62
2014,38,Kelantan,32,62
2014,38,Selangor,8,62
2014,38,Kelantan,20,61
2014,38,Kelantan,16,61
2014,38,Selangor,15,61
2014,38,Kelantan,20,60
2014,38,Selangor,12,60
2014,38,Selangor,16,60
2014,38,Selangor,8,58
2014,38,Kelantan,18,58
2014,38,Selangor,14,58
2014,38,Kelantan,51,57
2014,38,Kelantan,24,55
2014,38,Kelantan,16,54
2014,38,Selangor,13,54
2014,38,Kelantan,35,53
2014,38,Kelantan,31,53
2014,38,Kelantan,36,53
2014,38,Kelantan,18,53
2014,38,Selangor,31,53
2014,38,Selangor,10,53
2014,38,Kelantan,56,52
2014,38,Kelantan,14,52
2014,38,Kelantan,21,51
2014,38,Kelantan,31,50
2014,38,Kelantan,10,50
2014,38,Selangor,7,50
2014,38,Kelantan,17,49
2014,38,Kelantan,12,49
2014,38,Kelantan,24,49
2014,38,Kelantan,31,49
2014,38,Selangor,13,49
2014,38,Kelantan,15,48
2014,38,Kelantan,34,48
2014,38,Kelantan,28,48
2014,38,Kelantan,35,48
2014,38,Kelantan,34,48
2014,38,Kelantan,9,48
2014,38,Kelantan,25,48
2014,38,Selangor,6,48
2014,38,Kelantan,8,47
2014,38,Kelantan,43,47
2014,38,Selangor,10,47
2014,38,Kelantan,27,46
2014,38,P.Pinang,19,46
2014,38,Selangor,19,46
2014,38,Kelantan,17,44
2014,38,Kelantan,13,44
2014,38,Selangor,13,44
2014,38,Kelantan,12,43
2014,38,Kelantan,9,43
2014,38,Kelantan,26,43
2014,38,Kelantan,24,43
2014,38,Selangor,5,43
2014,38,Selangor,13,43
2014,38,Kelantan,9,42
2014,38,Kelantan,21,42
2014,38,Selangor,11,42
2014,38,Selangor,7,42
2014,38,Kelantan,19,41
2014,38,Kelantan,16,41
2014,38,Kelantan,14,41
2014,38,Kelantan,21,41
2014,38,Selangor,13,40
2014,38,Kelantan,11,40
2014,38,Kelantan,17,39
2014,38,Kelantan,13,39
2014,38,Selangor,5,39
2014,38,Kelantan,44,38
2014,38,Kelantan,9,37
2014,38,Kelantan,7,36
2014,38,Kelantan,16,36
2014,38,Kelantan,15,36
2014,38,Kelantan,9,36
2014,38,Selangor,13,36
2014,38,Selangor,8,36
2014,38,Selangor,7,36
2014,38,Kelantan,11,35
2014,38,Kelantan,10,35
2014,38,Selangor,5,34
2014,38,Selangor,7,34
2014,38,Selangor,10,34
2014,38,Selangor,8,34
2014,38,Selangor,6,34
2014,38,Kelantan,10,33
2014,38,Selangor,5,33
2014,38,Kelantan,5,33
2014,38,Kelantan,9,33
2014,38,Kelantan,6,33
2014,38,Selangor,9,33
2014,38,Kelantan,11,32
2014,38,Selangor,6,32
2014,38,Selangor,5,32
2014,38,Selangor,5,32
2014,38,Selangor,7,32
2014,38,Selangor,46,32
2014,38,Selangor,8,32
2014,38,Kelantan,11,31
2014,38,Melaka,5,31
2014,38,Selangor,4,31
2014,38,Selangor,9,31
2014,38,Selangor,9,31
2014,39,Selangor,116,296
2014,39,Selangor,39,143
2014,39,Kelantan,109,141
2014,39,Selangor,65,124
2014,39,Selangor,33,124
2014,39,Kelantan,100,119
2014,39,Kelantan,175,108
2014,39,Kelantan,45,105
2014,39,Kelantan,40,103
2014,39,Kelantan,74,102
2014,39,Kelantan,69,100
2014,39,Selangor,46,100
2014,39,Selangor,56,99
2014,39,Kelantan,55,98
2014,39,Kelantan,70,95
2014,39,Kelantan,71,94
2014,39,Kelantan,106,95
2014,39,Kelantan,49,91
2014,39,Kelantan,159,91
2014,39,Kelantan,107,91
2014,39,Kelantan,58,90
2014,39,Kelantan,37,89
2014,39,Kelantan,122,88
2014,39,Kelantan,88,87
2014,39,Kelantan,48,87
2014,39,Kelantan,114,87
2014,39,Kelantan,103,87
2014,39,Kelantan,59,87
2014,39,Kelantan,155,84
2014,39,Kelantan,88,84
2014,39,Kelantan,55,83
2014,39,Kelantan,61,83
2014,39,Kelantan,46,82
2014,39,Kelantan,69,83
2014,39,Kelantan,45,81
2014,39,Kelantan,125,80
2014,39,Kelantan,40,81
2014,39,Kelantan,63,81
2014,39,Kelantan,49,81
2014,39,Selangor,19,81
2014,39,Kelantan,17,80
2014,39,Kelantan,34,80
2014,39,Kelantan,51,76
2014,39,Kelantan,52,77
2014,39,Selangor,19,77
2014,39,Kelantan,45,76
2014,39,Kelantan,81,76
2014,39,Selangor,14,75
2014,39,Selangor,40,75
2014,39,Kelantan,56,73
2014,39,Kelantan,44,74
2014,39,Kelantan,59,74
2014,39,Kelantan,43,74
2014,39,Kelantan,42,73
2014,39,Kelantan,16,73
2014,39,Selangor,32,73
2014,39,Kelantan,44,70
2014,39,Kelantan,33,69
2014,39,Kelantan,24,69
2014,39,Selangor,8,69
2014,39,Selangor,15,68
2014,39,Kelantan,20,68
2014,39,Kelantan,18,68
2014,39,Kelantan,20,67
2014,39,Kelantan,18,65
2014,39,Selangor,16,65
2014,39,Kelantan,53,64
2014,39,Kelantan,25,62
2014,39,Kelantan,18,61
2014,39,Selangor,10,60
2014,39,Kelantan,43,60
2014,39,Kelantan,18,60
2014,39,Selangor,35,60
2014,39,Kelantan,35,60
2014,39,Kelantan,35,60
2014,39,Kelantan,58,59
2014,39,Kelantan,22,58
2014,39,Kelantan,40,57
2014,39,Kelantan,10,57
2014,39,Selangor,7,57
2014,39,Kelantan,18,56
2014,39,Kelantan,13,56
2014,39,Kelantan,24,56
2014,39,Kelantan,33,56
2014,39,Selangor,14,56
2014,39,Kelantan,38,55
2014,39,Kelantan,36,55
2014,39,Kelantan,46,55
2014,39,Kelantan,9,55
2014,39,Kelantan,25,55
2014,39,Kelantan,34,55
2014,39,Kelantan,44,54
2014,39,Selangor,10,54
2014,39,Kelantan,27,53
2014,39,P.Pinang,19,53
2014,39,Selangor,20,53
2014,39,Kelantan,17,51
2014,39,Selangor,14,51
2014,39,Kelantan,9,50
2014,39,Kelantan,13,50
2014,39,Kelantan,29,50
2014,39,Kelantan,25,50
2014,39,Selangor,14,50
2014,39,Kelantan,21,49
2014,39,Selangor,8,49
2014,39,Kelantan,20,48
2014,39,Kelantan,14,48
2014,39,Kelantan,11,47
2014,39,Selangor,13,47
2014,39,Kelantan,18,46
2014,39,Kelantan,17,46
2014,39,Kelantan,51,45
2014,39,Kelantan,9,44
2014,39,Kelantan,9,43
2014,39,Kelantan,11,43
2014,39,Kelantan,16,43
2014,39,Selangor,13,43
2014,39,Selangor,10,43
2014,39,Selangor,8,43
2014,39,Kelantan,12,42
2014,39,Kelantan,10,42
2014,39,Selangor,7,41
2014,39,Selangor,12,41
2014,39,Selangor,9,41
2014,39,Selangor,9,41
2014,39,Kelantan,10,40
2014,39,Selangor,6,40
2014,39,Kelantan,6,40
2014,39,Selangor,10,40
2014,39,Selangor,10,40
2014,39,Selangor,5,39
2014,39,Selangor,74,39
2014,39,Selangor,12,39
2014,39,Kelantan,11,38
2014,39,Selangor,9,38
2014,39,Melaka,6,38
2014,39,Selangor,6,37
2014,39,Selangor,6,37
2014,39,Selangor,9,37
2014,39,Kelantan,16,36
2014,39,Selangor,8,36
2014,39,Selangor,19,36
2014,39,Selangor,11,36
2014,39,Selangor,8,36
2014,39,Kelantan,22,35
2014,39,Selangor,12,35
2014,39,Selangor,24,35
2014,39,Selangor,8,34
2014,39,Selangor,8,34
2014,39,Selangor,7,34
2014,39,Selangor,6,33
2014,39,Selangor,14,33
2014,39,Selangor,6,33
2014,39,Pahang,13,31
2014,39,Selangor,4,31
2014,39,Selangor,7,31
2014,39,Selangor,6,31
2014,40,P.Pinang,4,35
2014,40,Selangor,5,36
2014,40,Selangor,5,31
2014,40,Selangor,5,34
2014,40,Selangor,10,45
2014,40,Selangor,16,63
2014,40,Selangor,10,47
2014,40,Selangor,7,36
2014,40,Selangor,7,40
2014,40,Selangor,6,37
2014,40,Selangor,9,56
2014,40,Selangor,8,43
2014,40,Selangor,7,46
2014,40,Selangor,11,33
2014,40,Selangor,7,32
2014,40,Selangor,9,48
2014,40,Selangor,24,43
2014,40,Selangor,33,80
2014,40,Selangor,10,50
2014,40,Selangor,19,72
2014,40,Selangor,11,41
2014,40,Selangor,5,32
2014,40,Selangor,10,31
2014,40,Selangor,5,32
2014,40,Selangor,8,44
2014,40,Selangor,12,48
2014,40,Selangor,14,43
2014,40,Selangor,70,131
2014,40,Selangor,12,33
2014,40,Selangor,10,31
2014,40,Selangor,18,33
2014,40,Selangor,17,42
2014,40,Selangor,26,60
2014,40,Selangor,11,33
2014,40,Selangor,8,38
2014,40,Selangor,92,46
2014,40,Selangor,25,42
2014,40,Selangor,6,44
2014,40,Selangor,9,41
2014,40,Selangor,9,44
2014,40,Selangor,43,150
2014,40,Selangor,14,36
2014,40,Selangor,10,48
2014,40,Selangor,47,107
2014,40,Selangor,116,303
2014,40,Selangor,58,106
2014,40,Selangor,7,36
2014,40,Selangor,5,33
2014,40,Selangor,12,48
2014,40,Selangor,14,82
2014,40,Selangor,44,82
2014,40,Selangor,16,46
2014,40,Selangor,5,35
2014,40,Selangor,40,67
2014,40,Selangor,7,33
2014,40,Selangor,12,32
2014,40,Selangor,7,47
2014,40,Melaka,6,45
2014,40,Kelantan,11,62
2014,40,Kelantan,50,88
2014,40,Kelantan,20,63
2014,40,Kelantan,19,87
2014,40,Kelantan,19,53
2014,40,Kelantan,59,81
2014,40,Kelantan,27,62
2014,40,Kelantan,47,77
2014,40,Kelantan,35,57
2014,40,Kelantan,26,57
2014,40,Kelantan,20,68
2014,40,Kelantan,18,43
2014,40,Kelantan,103,94
2014,40,Kelantan,7,35
2014,40,Kelantan,70,90
2014,40,Kelantan,44,61
2014,40,Kelantan,25,69
2014,40,Kelantan,19,75
2014,40,Kelantan,35,63
2014,40,Kelantan,35,87
2014,40,Kelantan,35,67
2014,40,Kelantan,24,76
2014,40,Kelantan,25,65
2014,40,Kelantan,16,35
2014,40,Kelantan,59,94
2014,40,Kelantan,26,42
2014,40,Kelantan,35,62
2014,40,Kelantan,55,71
2014,40,Kelantan,47,88
2014,40,Kelantan,90,94
2014,40,Kelantan,155,91
2014,40,Kelantan,56,90
2014,40,Kelantan,49,94
2014,40,Kelantan,60,97
2014,40,Kelantan,63,90
2014,40,Kelantan,59,66
2014,40,Kelantan,38,62
2014,40,Kelantan,83,83
2014,40,Kelantan,46,67
2014,40,Kelantan,88,91
2014,40,Kelantan,37,62
2014,40,Kelantan,56,105
2014,40,Kelantan,43,80
2014,40,Kelantan,33,76
2014,40,Kelantan,159,98
2014,40,Kelantan,78,102
2014,40,Kelantan,21,55
2014,40,Kelantan,48,90
2014,40,Kelantan,118,94
2014,40,Kelantan,12,36
2014,40,Kelantan,41,88
2014,40,Kelantan,48,64
2014,40,Kelantan,16,80
2014,40,Kelantan,63,88
2014,40,Kelantan,106,126
2014,40,Kelantan,122,95
2014,40,Kelantan,14,50
2014,40,Kelantan,44,81
2014,40,Kelantan,50,62
2014,40,Kelantan,111,148
2014,40,Kelantan,15,32
2014,40,Kelantan,51,52
2014,40,Sabah,13,32
2014,40,Selangor,6,35
2014,40,Selangor,8,40
2014,40,Selangor,4,36
2014,40,Pahang,13,37
2014,40,Kelantan,6,46
2014,40,Kelantan,52,83
2014,40,Kelantan,11,49
2014,40,Kelantan,43,80
2014,40,Kelantan,12,48
2014,40,Kelantan,13,56
2014,40,Selangor,6,38
2014,41,Perak,18,34
2014,41,Selangor,5,43
2014,41,Selangor,5,41
2014,41,Selangor,11,52
2014,41,Selangor,17,70
2014,41,Selangor,12,33
2014,41,Selangor,21,32
2014,41,Selangor,7,32
2014,41,Selangor,5,32
2014,41,Selangor,6,33
2014,41,Selangor,11,54
2014,41,Selangor,8,47
2014,41,Selangor,8,33
2014,41,Selangor,7,32
2014,41,Selangor,16,50
2014,41,Selangor,5,31
2014,41,Selangor,12,40
2014,41,Selangor,10,55
2014,41,Selangor,25,50
2014,41,Selangor,7,32
2014,41,Selangor,5,32
2014,41,Selangor,34,87
2014,41,Selangor,7,47
2014,41,Selangor,7,31
2014,41,Selangor,21,79
2014,41,Selangor,12,48
2014,41,Selangor,6,39
2014,41,Selangor,15,38
2014,41,Selangor,8,51
2014,41,Selangor,15,50
2014,41,Selangor,70,138
2014,41,Selangor,14,40
2014,41,Selangor,10,38
2014,41,Selangor,20,40
2014,41,Selangor,17,49
2014,41,Selangor,29,67
2014,41,Selangor,11,40
2014,41,Selangor,98,53
2014,41,Selangor,12,35
2014,41,Selangor,10,48
2014,41,Selangor,11,51
2014,41,Selangor,45,157
2014,41,Selangor,9,71
2014,41,Selangor,10,50
2014,41,Selangor,9,37
2014,41,Selangor,14,43
2014,41,Selangor,6,32
2014,41,Selangor,13,55
2014,41,Selangor,51,114
2014,41,Selangor,118,310
2014,41,Selangor,62,113
2014,41,Selangor,8,43
2014,41,Selangor,7,35
2014,41,Selangor,4,31
2014,41,Selangor,13,55
2014,41,Selangor,18,89
2014,41,Selangor,52,89
2014,41,Selangor,17,53
2014,41,Selangor,44,74
2014,41,Selangor,6,37
2014,41,Selangor,8,40
2014,41,Selangor,12,39
2014,41,Selangor,8,54
2014,41,Kelantan,12,69
2014,41,Kelantan,20,70
2014,41,Kelantan,19,94
2014,41,Kelantan,21,60
2014,41,Kelantan,10,33
2014,41,Kelantan,27,69
2014,41,Kelantan,48,84
2014,41,Kelantan,36,64
2014,41,Kelantan,24,75
2014,41,Kelantan,18,50
2014,41,Kelantan,38,70
2014,41,Kelantan,26,72
2014,41,Kelantan,26,49
2014,41,Kelantan,38,69
2014,41,Kelantan,55,78
2014,41,Kelantan,47,95
2014,41,Kelantan,92,101
2014,41,Kelantan,59,97
2014,41,Kelantan,49,101
2014,41,Kelantan,60,104
2014,41,Kelantan,65,97
2014,41,Kelantan,85,90
2014,41,Kelantan,89,98
2014,41,Kelantan,38,69
2014,41,Kelantan,78,109
2014,41,Kelantan,50,97
2014,41,Kelantan,126,101
2014,41,Kelantan,12,43
2014,41,Kelantan,41,95
2014,41,Kelantan,51,71
2014,41,Kelantan,107,133
2014,41,Kelantan,16,57
2014,41,Kelantan,51,69
2014,41,Kelantan,111,155
2014,41,Kelantan,16,39
2014,41,Sabah,18,39
2014,41,Kelantan,50,94
2014,41,Kelantan,26,63
2014,41,Kelantan,19,81
2014,41,Kelantan,35,93
2014,41,Kelantan,59,72
2014,41,Kelantan,46,73
2014,41,Kelantan,56,111
2014,41,Kelantan,43,86
2014,41,Kelantan,21,61
2014,41,Sarawak,4,32
2014,41,Selangor,5,32
2014,41,Selangor,9,61
2014,41,Selangor,6,31
2014,41,Kelantan,70,95
2014,42,Selangor,122,317
2014,42,Selangor,46,164
2014,42,Selangor,73,145
2014,42,Kelantan,107,140
2014,42,Selangor,55,121
2014,42,Selangor,66,120
2014,42,Kelantan,129,108
2014,42,Kelantan,92,108
2014,42,Kelantan,89,105
2014,42,Kelantan,59,104
2014,42,Kelantan,65,104
2014,42,Kelantan,50,104
2014,42,Kelantan,89,97
2014,42,Selangor,18,96
2014,42,Selangor,58,96
2014,42,Selangor,35,94
2014,42,Selangor,22,86
2014,42,Kelantan,24,82
2014,42,Selangor,47,81
2014,42,Kelantan,29,79
2014,42,Kelantan,51,78
2014,42,Kelantan,38,77
2014,42,Selangor,18,77
2014,42,Kelantan,12,76
2014,42,Kelantan,39,76
2014,42,Kelantan,40,76
2014,42,Kelantan,51,76
2014,42,Selangor,32,74
2014,42,Kelantan,36,71
2014,42,Kelantan,21,67
2014,42,Kelantan,18,64
2014,42,Selangor,14,62
2014,42,Selangor,14,62
2014,42,Selangor,12,62
2014,42,Selangor,8,60
2014,42,Selangor,110,60
2014,42,Selangor,13,59
2014,42,Selangor,11,58
2014,42,Kelantan,24,57
2014,42,Selangor,17,57
2014,42,Selangor,26,57
2014,42,Selangor,16,57
2014,42,Selangor,11,57
2014,42,Kelantan,27,56
2014,42,Selangor,14,55
2014,42,Selangor,10,55
2014,42,Selangor,12,54
2014,42,Selangor,11,52
2014,42,Selangor,17,50
2014,42,Selangor,9,50
2014,42,Selangor,6,48
2014,42,Selangor,10,47
2014,42,Selangor,17,47
2014,42,Selangor,15,47
2014,42,Selangor,24,47
2014,42,Selangor,12,47
2014,42,Kelantan,16,46
2014,42,Sabah,18,46
2014,42,Selangor,8,46
2014,42,Selangor,6,46
2014,42,Selangor,18,45
2014,42,Selangor,15,44
2014,42,Selangor,11,42
2014,42,Selangor,12,42
2014,42,Selangor,12,40
2014,42,Selangor,8,40
2014,42,Selangor,21,39
2014,42,Selangor,6,39
2014,42,Selangor,8,38
2014,42,Selangor,7,37
2014,42,Selangor,11,37
2014,42,Pahang,21,37
2014,42,Selangor,6,37
2014,42,Selangor,10,37
2014,42,Selangor,8,36
2014,42,Selangor,4,36
2014,42,Selangor,6,36
2014,42,Selangor,5,36
2014,42,Selangor,9,36
2014,42,Selangor,10,35
2014,42,Kelantan,9,35
2014,42,Perak,23,35
2014,42,Selangor,11,35
2014,42,Selangor,9,35
2014,42,Selangor,6,35
2014,42,Selangor,10,35
2014,42,Selangor,10,35
2014,42,Selangor,6,34
2014,42,Sarawak,8,34
2014,42,Selangor,5,34
2014,42,Selangor,5,34
2014,42,Selangor,8,33
2014,42,Selangor,13,33
2014,42,Selangor,4,32
2014,42,Selangor,5,31
2014,42,Johor,13,31
2014,43,Selangor,124,324
2014,43,Selangor,47,171
2014,43,Selangor,76,152
2014,43,Selangor,57,128
2014,43,Selangor,71,127
2014,43,Kelantan,129,115
2014,43,Kelantan,89,104
2014,43,Selangor,19,103
2014,43,Selangor,58,103
2014,43,Selangor,35,101
2014,43,Selangor,24,93
2014,43,Selangor,47,88
2014,43,Kelantan,32,86
2014,43,Selangor,19,84
2014,43,Kelantan,39,83
2014,43,Kelantan,40,83
2014,43,Selangor,40,81
2014,43,Selangor,15,69
2014,43,Selangor,15,69
2014,43,Selangor,12,69
2014,43,Selangor,12,68
2014,43,Selangor,20,67
2014,43,Selangor,119,67
2014,43,Selangor,13,66
2014,43,Selangor,13,65
2014,43,Kelantan,25,64
2014,43,Kelantan,18,64
2014,43,Selangor,18,64
2014,43,Selangor,27,64
2014,43,Selangor,13,64
2014,43,Selangor,16,62
2014,43,Selangor,13,61
2014,43,Selangor,11,59
2014,43,Selangor,18,57
2014,43,Selangor,10,57
2014,43,Selangor,7,55
2014,43,Selangor,11,54
2014,43,Selangor,18,54
2014,43,Selangor,15,54
2014,43,Selangor,24,54
2014,43,Selangor,14,54
2014,43,Selangor,9,53
2014,43,Selangor,19,52
2014,43,Selangor,19,51
2014,43,Selangor,8,51
2014,43,Selangor,11,49
2014,43,Selangor,13,47
2014,43,Selangor,22,46
2014,43,Selangor,7,46
2014,43,Selangor,9,46
2014,43,Selangor,10,45
2014,43,Selangor,7,44
2014,43,Selangor,12,44
2014,43,Pahang,21,44
2014,43,Selangor,11,44
2014,43,Selangor,8,43
2014,43,Selangor,10,43
2014,43,Selangor,12,42
2014,43,Perak,23,42
2014,43,Selangor,12,42
2014,43,Selangor,9,42
2014,43,Selangor,12,42
2014,43,Selangor,12,42
2014,43,Selangor,8,41
2014,43,Selangor,8,40
2014,43,Selangor,13,40
2014,43,Selangor,5,38
2014,43,Selangor,12,37
2014,43,Selangor,11,37
2014,43,Selangor,4,36
2014,43,Pahang,18,36
2014,43,Selangor,8,36
2014,43,Selangor,9,36
2014,43,Selangor,5,35
2014,43,Selangor,5,34
2014,43,Selangor,6,34
2014,43,Sarawak,20,34
2014,43,Selangor,11,34
2014,43,Selangor,7,33
2014,43,Selangor,10,33
2014,43,Selangor,6,33
2014,43,Selangor,7,33
2014,43,Selangor,7,33
2014,43,Selangor,4,32
2014,43,Selangor,11,32
2014,43,Selangor,7,32
2014,43,Selangor,8,32
2014,43,Selangor,6,32
2014,43,Selangor,9,32
2014,43,Selangor,10,32
2014,43,Selangor,4,33
2014,43,Selangor,5,32
2014,43,Selangor,6,32
2014,43,Selangor,12,31
2014,43,Selangor,6,31
2014,44,Selangor,124,324
2014,44,Selangor,47,171
2014,44,Selangor,76,152
2014,44,Selangor,57,128
2014,44,Selangor,71,127
2014,44,Kelantan,129,115
2014,44,Kelantan,89,104
2014,44,Selangor,19,103
2014,44,Selangor,58,103
2014,44,Selangor,35,101
2014,44,Selangor,24,93
2014,44,Selangor,47,88
2014,44,Kelantan,32,86
2014,44,Selangor,19,84
2014,44,Kelantan,39,83
2014,44,Kelantan,40,83
2014,44,Selangor,40,81
2014,44,Selangor,15,69
2014,44,Selangor,15,69
2014,44,Selangor,12,69
2014,44,Selangor,12,68
2014,44,Selangor,20,67
2014,44,Selangor,119,67
2014,44,Selangor,13,66
2014,44,Selangor,13,65
2014,44,Kelantan,25,64
2014,44,Kelantan,18,64
2014,44,Selangor,18,64
2014,44,Selangor,27,64
2014,44,Selangor,13,64
2014,44,Selangor,16,62
2014,44,Selangor,13,61
2014,44,Selangor,11,59
2014,44,Selangor,18,57
2014,44,Selangor,10,57
2014,44,Selangor,7,55
2014,44,Selangor,11,54
2014,44,Selangor,18,54
2014,44,Selangor,15,54
2014,44,Selangor,24,54
2014,44,Selangor,14,54
2014,44,Selangor,9,53
2014,44,Selangor,19,52
2014,44,Selangor,19,51
2014,44,Selangor,8,51
2014,44,Selangor,11,49
2014,44,Selangor,13,47
2014,44,Selangor,22,46
2014,44,Selangor,7,46
2014,44,Selangor,9,46
2014,44,Selangor,10,45
2014,44,Selangor,7,44
2014,44,Selangor,12,44
2014,44,Pahang,21,44
2014,44,Selangor,11,44
2014,44,Selangor,8,43
2014,44,Selangor,10,43
2014,44,Selangor,12,42
2014,44,Perak,23,42
2014,44,Selangor,12,42
2014,44,Selangor,9,42
2014,44,Selangor,12,42
2014,44,Selangor,12,42
2014,44,Selangor,8,41
2014,44,Selangor,8,40
2014,44,Selangor,13,40
2014,44,Selangor,5,38
2014,44,Selangor,12,37
2014,44,Selangor,11,37
2014,44,Selangor,4,36
2014,44,Pahang,18,36
2014,44,Selangor,8,36
2014,44,Selangor,9,36
2014,44,Selangor,5,35
2014,44,Selangor,5,34
2014,44,Selangor,6,34
2014,44,Sarawak,20,34
2014,44,Selangor,11,34
2014,44,Selangor,7,33
2014,44,Selangor,10,33
2014,44,Selangor,6,33
2014,44,Selangor,7,33
2014,44,Selangor,7,33
2014,44,Selangor,4,32
2014,44,Selangor,11,32
2014,44,Selangor,7,32
2014,44,Selangor,8,32
2014,44,Selangor,6,32
2014,44,Selangor,9,32
2014,44,Selangor,10,32
2014,44,Selangor,4,33
2014,44,Selangor,5,32
2014,44,Selangor,6,32
2014,44,Selangor,12,31
2014,45,Selangor,128,338
2014,45,Selangor,51,185
2014,45,Selangor,86,166
2014,45,Selangor,61,142
2014,45,Selangor,83,141
2014,45,Selangor,60,117
2014,45,Selangor,39,115
2014,45,Selangor,28,107
2014,45,Selangor,48,102
2014,45,Selangor,21,98
2014,45,Selangor,46,95
2014,45,Selangor,22,83
2014,45,Selangor,17,83
2014,45,Selangor,133,81
2014,45,Selangor,22,81
2014,45,Selangor,14,80
2014,45,Selangor,17,79
2014,45,Selangor,25,78
2014,45,Selangor,30,78
2014,45,Selangor,15,78
2014,45,Kelantan,27,78
2014,45,Selangor,18,75
2014,45,Selangor,25,71
2014,45,Selangor,14,71
2014,45,Selangor,27,68
2014,45,Selangor,17,68
2014,45,Selangor,12,68
2014,45,Selangor,23,66
2014,45,Selangor,29,65
2014,45,Selangor,10,65
2014,45,Selangor,18,63
2014,45,Selangor,11,60
2014,45,Selangor,16,59
2014,45,Selangor,13,58
2014,45,Selangor,11,58
2014,45,Selangor,15,58
2014,45,Selangor,13,56
2014,45,Selangor,17,56
2014,45,Selangor,17,56
2014,45,Selangor,14,55
2014,45,Selangor,14,51
2014,45,Selangor,14,50
2014,45,Selangor,25,48
2014,45,Selangor,6,48
2014,45,Selangor,7,48
2014,45,Sarawak,22,48
2014,45,Selangor,11,47
2014,45,Selangor,11,47
2014,45,Selangor,8,47
2014,45,Selangor,7,46
2014,45,Selangor,12,46
2014,45,Selangor,12,46
2014,45,Selangor,15,46
2014,45,Selangor,12,46
2014,45,Selangor,15,45
2014,45,Selangor,11,44
2014,45,Selangor,15,44
2014,45,Selangor,18,43
2014,45,Selangor,11,43
2014,45,Selangor,8,41
2014,45,Selangor,12,41
2014,45,Selangor,22,40
2014,45,Selangor,12,40
2014,45,Selangor,10,40
2014,45,Kelantan,6,40
2014,45,Selangor,6,39
2014,45,Selangor,5,38
2014,45,Selangor,6,38
2014,45,Selangor,18,37
2014,45,Selangor,24,37
2014,45,Melaka,16,37
2014,45,Selangor,14,36
2014,45,Selangor,18,36
2014,45,Selangor,6,36
2014,45,Melaka,12,36
2014,45,Selangor,27,35
2014,45,Selangor,10,35
2014,45,Selangor,19,35
2014,45,Kelantan,4,34
2014,45,Selangor,9,34
2014,45,Selangor,6,34
2014,45,Selangor,9,34
2014,45,Selangor,11,34
2014,45,Selangor,10,33
2014,45,Selangor,8,33
2014,45,Selangor,6,33
2014,45,Selangor,5,32
2014,45,Selangor,6,32
2014,45,Selangor,5,32
2014,45,Kelantan,8,32
2014,45,Selangor,5,31
2014,45,Selangor,6,31
2014,45,Selangor,6,31
2014,45,Selangor,5,31
2014,45,Selangor,9,31
2014,45,Selangor,8,31
2014,46,Selangor,130,345
2014,46,Selangor,55,192
2014,46,Selangor,86,173
2014,46,Selangor,64,149
2014,46,Selangor,84,148
2014,46,Selangor,39,122
2014,46,Selangor,30,114
2014,46,Selangor,22,105
2014,46,Selangor,53,102
2014,46,Selangor,23,90
2014,46,Selangor,24,88
2014,46,Selangor,140,88
2014,46,Selangor,22,86
2014,46,Selangor,16,85
2014,46,Selangor,25,85
2014,46,Selangor,21,82
2014,46,Selangor,25,78
2014,46,Selangor,16,78
2014,46,Selangor,27,75
2014,46,Selangor,18,75
2014,46,Selangor,24,73
2014,46,Selangor,30,72
2014,46,Selangor,10,72
2014,46,Selangor,20,70
2014,46,Selangor,11,67
2014,46,Selangor,19,66
2014,46,Selangor,13,65
2014,46,Selangor,12,65
2014,46,Selangor,18,65
2014,46,Selangor,25,63
2014,46,Selangor,20,63
2014,46,Selangor,15,63
2014,46,Selangor,16,62
2014,46,Selangor,17,58
2014,46,Selangor,16,57
2014,46,Selangor,9,55
2014,46,Sarawak,22,55
2014,46,Selangor,25,55
2014,46,Selangor,12,54
2014,46,Selangor,13,53
2014,46,Selangor,13,53
2014,46,Selangor,14,53
2014,46,Selangor,8,53
2014,46,Selangor,15,53
2014,46,Selangor,17,52
2014,46,Selangor,13,51
2014,46,Selangor,19,50
2014,46,Selangor,11,50
2014,46,Selangor,16,48
2014,46,Selangor,8,48
2014,46,Selangor,11,47
2014,46,Kelantan,6,47
2014,46,Selangor,29,47
2014,46,Selangor,15,47
2014,46,Selangor,7,46
2014,46,Selangor,6,45
2014,46,Selangor,18,44
2014,46,Selangor,26,44
2014,46,Melaka,17,44
2014,46,Selangor,8,43
2014,46,Melaka,13,43
2014,46,Selangor,6,43
2014,46,Selangor,24,43
2014,46,Selangor,24,43
2014,46,Selangor,13,42
2014,46,Selangor,23,42
2014,46,Selangor,35,42
2014,46,Selangor,11,41
2014,46,Selangor,13,41
2014,46,Selangor,8,40
2014,46,Selangor,11,40
2014,46,Selangor,7,39
2014,46,Selangor,7,39
2014,46,Kelantan,8,39
2014,46,Selangor,9,38
2014,46,Selangor,5,38
2014,46,Selangor,8,38
2014,46,Selangor,5,38
2014,46,Selangor,8,37
